#This file maps hg38's rsem gene IDs to gene symbols
#Nir + Michael (Header), March 2015
#Gene RSEM ID	Gene Sybmol	Nir Type
gene36651	ZIM3	1
gene4783	BOLA3	1
gene1544	RPAP2	1
gene10549	ASB5	1
gene3504	MIA3	1
gene43293	KIR3DL3_variant1	1
gene44147	KIR3DL3_variant2	1
gene44604	KIR3DL3_variant3	1
gene43339	KIR3DL3_variant4	1
gene44101	KIR3DL3_variant5	1
gene43312	KIR3DL3_variant6	1
gene44534	KIR3DL3_variant7	1
gene46045	KIR3DL3_variant8	1
gene43358	KIR3DL3_variant9	1
gene44080	KIR3DL3_variant10	1
gene43168	KIR3DL3_variant11	1
gene46096	KIR3DL3_variant12	1
gene44555	KIR3DL3_variant13	1
gene43281	KIR3DL3_variant14	1
gene43377	KIR3DL3_variant15	1
gene44134	KIR3DL3_variant16	1
gene36540	KIR3DL3_variant17	1
gene43347	KIR3DL3_variant18	1
gene43301	KIR3DL3_variant19	1
gene44091	KIR3DL3_variant20	1
gene45624	KIR3DL3_variant21	1
gene44589	KIR3DL3_variant22	1
gene44943	KIR3DL3_variant23	1
gene44176	KIR3DL3_variant24	1
gene44114	KIR3DL3_variant25	1
gene44131	KIR3DL3_variant26	1
gene44616	KIR3DL3_variant27	1
gene43326	KIR3DL3_variant28	1
gene44578	KIR3DL3_variant29	1
gene44163	KIR3DL3_variant30	1
gene45991	KIR3DL3_variant31	1
gene24375	MRPL51	1
gene7391	SEMA3F	1
gene24460	gene24460	3
gene36066	ARHGAP35	1
gene20591	ARMC4P1	1
gene1895	FAM46C	1
gene33032	G6PC	1
gene37487	PREX1	1
gene27696	IGBP1P1	1
gene19271	LOC101927191	2
gene23215	SLC25A45	1
gene29362	MAPKBP1	1
gene10466	CPE	1
gene101	GNB1	1
gene7257	CXCR6	1
gene44396	MIR6832_variant1	2
gene45145	MIR6832_variant2	2
gene13355	MIR6832_variant3	2
gene45850	MIR6832_variant4	2
gene43688	MIR6832_variant5	2
gene45495	MIR6832_variant6	2
gene44844	MIR6832_variant7	2
gene9801	HPSE	1
gene19653	LINC00587	2
gene23214	TIGD3	1
gene38357	LOC780780	1
gene9899	STPG2-AS1	2
gene8802	ST6GAL1	1
gene9288	LOC101929161	2
gene4206	POMC	1
gene44512	LOC101927752_variant1	2
gene17036	LOC101927752_variant2	2
gene17720	NSMAF	1
gene8609	SKIL	1
gene38774	LOC100996404	2
gene27415	TRDV1	4
gene36987	POLR3F	1
gene39690	gene39690	3
gene38079	LOC400863	1
gene27602	DHRS1	1
gene8581	gene8581	3
gene10213	gene10213	3
gene45961	CNOT3_variant1	1
gene43136	CNOT3_variant2	1
gene46062	CNOT3_variant3	1
gene44935	CNOT3_variant4	1
gene44028	CNOT3_variant5	1
gene46020	CNOT3_variant6	1
gene44526	CNOT3_variant7	1
gene45263	CNOT3_variant8	1
gene36505	CNOT3_variant9	1
gene45616	CNOT3_variant10	1
gene27711	NFKBIA	1
gene31578	ZNF821	1
gene8969	LOC101059988	1
gene8993	GAK	1
gene33900	IL9RP4	1
gene21284	RPL11P3	1
gene18434	LY6D	1
gene23364	CPT1A	1
gene19705	LOC101926973	1
gene3404	SNORA16B	2
gene43854	PRB4_variant1	1
gene24577	PRB4_variant2	1
gene34497	LOC400655	2
gene12582	FOXF2	1
gene10723	MRPL36	1
gene7342	LOC101928814	2
gene33357	MKS1	1
gene253	FBXO6	1
gene40638	TUBB4AP1	1
gene17224	FAM90A2P	1
gene12572	LOC102723922	2
gene3256	KISS1	1
gene46123	TRNM	1
gene32752	LOC102723414_variant1	2
gene42926	LOC102723414_variant2	2
gene21500	LOC102724225	2
gene11327	ANKDD1B	1
gene28631	C14orf2	1
gene32204	RNF222	1
gene39526	PTCHD1	1
gene23568	NARS2	1
gene11215	LOC100130639	1
gene24325	RPS27P3	1
gene1258	DOCK7	1
gene27143	MIR8073	2
gene40768	FAM127B	1
gene10229	LINC00616	2
gene16889	LOC102723581	2
gene9931	DNAJB14	1
gene14873	FAM20C_variant1	1
gene43809	FAM20C_variant2	1
gene42098	FAM20C_variant3	1
gene9362	LOC101928798	2
gene2063	NBPF25P	1
gene37310	BPI	1
gene27575	DHRS4L1	1
gene1196	TTC4	1
gene28252	NOXRED1	1
gene39884	MAGED1	1
gene41045	MIR718	2
gene40759	RPS7P12	1
gene6453	RESP18	1
gene16305	EIF3IP1	1
gene37419	WFDC6	1
gene31319	MT2A	1
gene10252	gene10252	3
gene19912	LOC102723420	1
gene1275	ROR1	1
gene36007	PPM1N	1
gene36144	HSD17B14	1
gene39727	ZNF674-AS1	2
gene11892	FAM13B	1
gene29814	HEXA	1
gene3843	HNRNPU	1
gene12511	FLT4	1
gene22167	OR52N4	1
gene34124	LOC101927571	2
gene39563	VENTXP1	1
gene19851	MIR4478	2
gene35448	LOC101929144	2
gene251	FBXO2	1
gene14148	MIR2113	2
gene32134	SNORA48	2
gene15452	LOC730234	1
gene3129	CRB1	1
gene33237	TRNAQ2	3
gene29606	RPL21P14	1
gene29974	ANKRD34C	1
gene43100	LOC400682	1
gene23394	CTTN	1
gene26688	PHF11	1
gene5074	LOC101926969	2
gene14776	AGPAT4-IT1	2
gene31695	LOC101928392	2
gene29511	USP8	1
gene8563	SI	1
gene13028	TRNAI6	3
gene17651	LOC101929341	2
gene32330	LOC102724543	1
gene4130	KCNS3	1
gene337	CELA2A	1
gene11576	LOC102467212	2
gene44784	PTMAP1_variant1	1
gene44338	PTMAP1_variant2	1
gene43620	PTMAP1_variant3	1
gene45800	PTMAP1_variant4	1
gene45090	PTMAP1_variant5	1
gene13287	PTMAP1_variant6	1
gene45433	PTMAP1_variant7	1
gene5441	TMEM37	1
gene34327	MBD1	1
gene3849	LOC101928089	2
gene4692	GKN2	1
gene37699	ARFGAP1	1
gene25729	SLC5A8_variant1	1
gene42461	SLC5A8_variant2	1
gene19279	LOC102723850	2
gene38616	IGLV9-49	4
gene509	ZBTB40	1
gene1064	CYP4B1	1
gene8627	LOC101928615	2
gene21346	BTAF1	1
gene39838	GAGE2C	1
gene23626	LOC102724764	2
gene33052	LINC00854	2
gene30824	UQCRC2	1
gene16873	TRNAC8	3
gene9404	ATP1B1P1	1
gene9009	MAEA	1
gene7404	HYAL1	1
gene6713	RNPEPL1	1
gene10328	gene10328	3
gene15065	AGR2	1
gene15476	ABCA13	1
gene23332	ACY3	1
gene10637	gene10637	3
gene9520	HOPX	1
gene44688	OR12D3_variant1	1
gene45712	OR12D3_variant2	1
gene44242	OR12D3_variant3	1
gene45011	OR12D3_variant4	1
gene43524	OR12D3_variant5	1
gene13190	OR12D3_variant6	1
gene4987	IGKV2-4	4
gene40487	MIR3978	2
gene25336	METTL1	1
gene1529	RPL39P13	1
gene42637	IGHVII-31-1_variant1	4
gene28785	IGHVII-31-1_variant2	4
gene2904	DARS2	1
gene42617	IGHVII-22-1_variant1	4
gene28765	IGHVII-22-1_variant2	4
gene31932	DPH1	1
gene37575	CASS4	1
gene8713	B3GNT5	1
gene26956	LINC00560	2
gene36650	USP29	1
gene427	ARHGEF10L	1
gene1934	ADAM30	1
gene30580	DNASE1	1
gene24179	STT3A	1
gene16578	PTN	1
gene39296	LOC102724547	1
gene36055	GNG8	1
gene22022	SLC22A18AS_variant1	1
gene42375	SLC22A18AS_variant2	1
gene6470	LOC101928639	2
gene28826	IGHVII-53-1_variant1	4
gene42678	IGHVII-53-1_variant2	4
gene17250	MIR3926-1	2
gene10107	SEC24D	1
gene4793	HMGA1P8	1
gene3452	TGFB2	1
gene36068	TMEM160	1
gene32891	LOC102724129	2
gene19412	SPATA31C2	1
gene1788	RAP1A	1
gene26670	LOC101929434	2
gene24961	KANSL2	1
gene10806	TRIO	1
gene13694	POLR1C	1
gene6981	ZNF385D	1
gene11149	DEPDC1B	1
gene36235	ZNF473	1
gene16643	WEE2_variant1	1
gene42113	WEE2_variant2	1
gene36303	SIGLEC17P	1
gene20037	GPR107	1
gene35085	MIR6794	2
gene21531	LOC101927445	2
gene421	PADI3	1
gene17590	RNF170	1
gene27670	RNU6-8	2
gene39156	LOC102723830	2
gene38090	KCNE1	1
gene27638	C14orf23	2
gene37729	TPD52L2	1
gene33689	LOC101928447	2
gene417	SDHB	1
gene8430	CLRN1	1
gene39875	NUDT10	1
gene10949	UGT3A1	1
gene16353	ST7-AS2	2
gene6094	MFSD6	1
gene5881	MYO3B	1
gene19037	FAM95B1	2
gene14627	LOC101928683	2
gene34745	PLIN4	1
gene27095	TPP2	1
gene20087	LOC101928006	1
gene30283	CHSY1	1
gene29719	LOC102723464	2
gene9135	LOC650293	1
gene22593	EXT2	1
gene10151	IL21-AS1	2
gene34217	ZSCAN30	1
gene25063	ACVRL1	1
gene20349	TUBAL3	1
gene16380	PTPRZ1	1
gene27184	LAMP1	1
gene20303	DIP2C	1
gene1796	LOC643355	1
gene14524	MAP3K5	1
gene18194	NRBF2P4	1
gene613	gene613	3
gene28257	ALKBH1	1
gene12434	PDLIM7	1
gene5352	RPS14P4	1
gene24377	SCARNA10	1
gene8546	ARL14	1
gene10223	LOC729307	3
gene25887	MAPKAPK5-AS1	2
gene11446	NBPF22P	1
gene28108	RPL7AP6	1
gene1525	FEN1P1	1
gene27514	ABHD4	1
gene7255	CCR9	1
gene40628	GLUD2	1
gene38977	RAC2	1
gene34227	MIR3929	2
gene39827	PRICKLE3	1
gene20236	UAP1L1	1
gene41391	TXLNG2P	1
gene20883	SLC18A3	1
gene40269	CAPZA1P	1
gene3330	YOD1	1
gene4524	MIR3682	2
gene39894	LOC100129860	3
gene9406	SHISA3	1
gene37412	DBNDD2	1
gene4334	YIPF4	1
gene5066	IGKV1D-8	4
gene16339	LOC102724434	2
gene23653	FOLH1B	1
gene41632	LOC102723776	1
gene30383	HAGHL	1
gene24402	DSTNP2	1
gene33667	ITGB4	1
gene6002	CCDC141	1
gene11810	LOC101927783	2
gene33554	MIR635	2
gene36575	TMEM150B	1
gene17754	YTHDF3	1
gene13663	RPL7L1	1
gene23048	LOC100507521	2
gene27984	TMEM30B	1
gene37927	LOC339622	2
gene34839	CAMSAP3	1
gene2072	ANKRD35	1
gene16174	MUC3A	1
gene6955	TBC1D5	1
gene35394	RPL7AP10	1
gene29950	DNAJA4	1
gene28791	IGHV4-34_variant1	4
gene42643	IGHV4-34_variant2	4
gene28721	IGHD4-11_variant1	1
gene42573	IGHD4-11_variant2	1
gene23090	TMEM223	1
gene14087	AKIRIN2	1
gene35964	CEACAM20	1
gene39233	LOC101927722	2
gene27525	RBM23	1
gene570	C1orf63	1
gene27694	LOC100506157	2
gene32185	C17orf59	1
gene8041	HSPBAP1	1
gene41914	LOC100129636_variant1	1
gene45692	LOC100129636_variant2	1
gene43504	LOC100129636_variant3	1
gene44223	LOC100129636_variant4	1
gene13170	LOC100129636_variant5	1
gene44669	LOC100129636_variant6	1
gene45327	LOC100129636_variant7	1
gene44996	LOC100129636_variant8	1
gene18212	LOC100132813	3
gene20560	PRTFDC1	1
gene2805	GCSHP5	1
gene26621	RNU6-69P	2
gene21918	NLRP6	1
gene10812	FAM105B	1
gene11549	LOC102724855	2
gene29060	SNORD115-2	2
gene18048	LOC101926977	2
gene33186	SCRN2	1
gene679	TRNAU1AP	1
gene26368	RNF17	1
gene37123	LOC102723660	1
gene21271	NUTM2D	1
gene17847	HAUS1P3	1
gene22322	PARVA	1
gene16141	MIR6840	2
gene42970	LOC101929533_variant1	2
gene32810	LOC101929533_variant2	2
gene26025	RNF34	1
gene2451	PKLR_variant1	1
gene41695	PKLR_variant2	1
gene25587	C12orf50	1
gene769	A3GALT2	1
gene20801	LOC728407	1
gene14868	LOC101929692	2
gene8353	PBX2P1	1
gene7533	ARF4	1
gene20394	LINC00708	2
gene41802	TMPRSS11E_variant1	1
gene9589	TMPRSS11E_variant2	1
gene17260	C8orf48	1
gene3039	NCF2	1
gene29242	SLC12A6	1
gene14002	HMGN3	1
gene4319	CAPN14	1
gene38012	KRTAP20-2	1
gene683	SNORA44	2
gene30176	ZNF774	1
gene42239	gene42239	3
gene9021	LETM1	1
gene9008	CTBP1-AS2	2
gene30122	gene30122	3
gene38835	NIPSNAP1	1
gene40844	F9	1
gene39164	MPPED1	1
gene3199	LOC101929388	2
gene17980	CNGB3	1
gene21447	PI4K2A	1
gene36223	MIR4749	2
gene1610	DPYD-AS1	2
gene11616	NREP-AS1	2
gene12251	RNF145	1
gene36020	LOC388553	2
gene10007	LOC101929621	2
gene37473	ZMYND8	1
gene38246	PDXK	1
gene15436	CCM2	1
gene41984	HCG17_variant1	2
gene44763	HCG17_variant2	2
gene44317	HCG17_variant3	2
gene45779	HCG17_variant4	2
gene13266	HCG17_variant5	2
gene45412	HCG17_variant6	2
gene43599	HCG17_variant7	2
gene38152	ETS2	1
gene438	IFFO2	1
gene38337	PRMT2	1
gene41289	ACTR3BP1	1
gene37738	MIR647	2
gene21764	FAM24B	1
gene39919	FAM156B	1
gene5192	TSGA10	1
gene25678	HAL	1
gene27550	BCL2L2	1
gene33723	LINC00338	2
gene39865	CCNB3	1
gene12924	TRNAT14	3
gene14861	MIR4644_variant1	2
gene42093	MIR4644_variant2	2
gene18837	BAG1	1
gene36326	CEACAM18	1
gene32862	ORMDL3	1
gene29766	CORO2B	1
gene17	LOC101929192	2
gene19827	LOC102723309	2
gene32679	CCL7	1
gene34180	DSC2	1
gene25279	RBMS2	1
gene42855	NPIPA7_variant1	1
gene30748	NPIPA7_variant2	1
gene11007	LOC102723752	2
gene12744	LINC01108	2
gene33676	TRIM65	1
gene15337	TRG-AS1	2
gene37228	TP53INP2	1
gene24022	BCL9L	1
gene20143	OLFM1	1
gene20746	RET	1
gene12298	LOC101927908	2
gene3668	LOC101927553	2
gene29596	gene29596	3
gene5236	IL1RL1	1
gene38275	KRTAP10-2	1
gene2033	LOC101059923_variant1	1
gene41678	LOC101059923_variant2	1
gene36041	DKFZp434J0226	2
gene2780	POGK	1
gene30296	LOC101927662	1
gene12505	MAPK9	1
gene11288	ZNF366	1
gene41247	FAM197Y2	1
gene32105	CLDN7	1
gene13734	ACTG1P9	1
gene33377	TRIM37	1
gene35292	LRRC25	1
gene20940	LOC102724768	2
gene37966	RPL23P2	1
gene40081	DLG3	1
gene39382	LOC101928275	2
gene27004	ABCC4	1
gene40816	VGLL1	1
gene17571	MIR486	2
gene24048	MFRP	1
gene150	LOC102724429	2
gene37422	EPPIN	1
gene3412	BATF3	1
gene12075	ASS1P10	1
gene41088	HMGN1P37	1
gene27739	SLC25A21-AS1	2
gene37922	D21S2088E	2
gene33015	MIR6780A	2
gene27216	ARHGAP42P5	1
gene16781	CTAGE15	1
gene31444	NOL3	1
gene21922	IFITM2	1
gene24758	ARNTL2	1
gene531	ASAP3	1
gene25201	OR6C6	1
gene16135	PVRIG	1
gene16494	CPA2	1
gene39246	RPL5P35	1
gene22794	OR8I2	1
gene28145	TRNAC24	3
gene24714	LOC101928412	2
gene1704	FNDC7	1
gene1698	NBPF6	1
gene23198	VPS51	1
gene40918	MIR509-2	2
gene13096	PGBD1	1
gene31916	PITPNA	1
gene10485	LOC101928172	2
gene37597	LOC101927842	2
gene12625	PRPF4B	1
gene16317	LSMEM1	1
gene22871	SLC43A3	1
gene4267	NRBP1	1
gene21952	SLC25A22	1
gene2001	TRNAV25	3
gene34060	MIR4526	2
gene33649	MRPS7	1
gene716	FABP3	1
gene7314	FBXW12	1
gene16847	RNY1	1
gene24079	BLID	1
gene45260	TFPT_variant1	1
gene44025	TFPT_variant2	1
gene43133	TFPT_variant3	1
gene46059	TFPT_variant4	1
gene44523	TFPT_variant5	1
gene45613	TFPT_variant6	1
gene46017	TFPT_variant7	1
gene45958	TFPT_variant8	1
gene44932	TFPT_variant9	1
gene36502	TFPT_variant10	1
gene31903	LOC101927727	2
gene2502	TTC24	1
gene33791	ENDOV	1
gene38122	MORC3	1
gene31157	LOC101059930	1
gene34184	gene34184	3
gene6206	FZD7	1
gene18939	MIR6853	2
gene38852	GATSL3	1
gene24183	PATE2	1
gene37427	WFDC10A	1
gene31621	FA2H	1
gene40504	ALG13	1
gene1436	TTLL7	1
gene22307	ZBED5-AS1	2
gene2021	LOC101927333	2
gene32547	SLC13A2	1
gene3650	LOC102723935	2
gene14197	AIM1	1
gene35278	MPV17L2	1
gene29232	gene29232	3
gene7570	KRT8P35	1
gene12301	WWC1	1
gene40737	MIR363	2
gene24264	GLB1L2	1
gene28386	UNC79_variant1	1
gene42507	UNC79_variant2	1
gene36750	gene36750	3
gene33816	gene33816	3
gene33057	MIR2117	2
gene5721	RIF1	1
gene1354	gene1354	3
gene37963	HSPD1P7	1
gene33112	MIR6783	2
gene1637	DBT	1
gene38287	KRTAP12-2	1
gene6959	PP1P	1
gene39045	PDGFB	1
gene37768	LOC102724385	2
gene35122	RFX1	1
gene38127	PSMD4P1	1
gene2000	TRNAV16	3
gene8390	HPS3	1
gene9106	MRFAP1L1	1
gene24849	KIF21A	1
gene24739	IFLTD1	1
gene17313	LZTS1	1
gene28794	IGHV3-36_variant1	4
gene42646	IGHV3-36_variant2	4
gene27968	RBM8B	1
gene36340	MIR99B	2
gene12275	GABRB2	1
gene24371	CD27	1
gene16060	MGC72080	1
gene38569	YDJC	1
gene24624	GRIN2B	1
gene21063	ADAMTS14	1
gene21218	DYDC2	1
gene41063	ATP6AP1	1
gene36256	NR1H2	1
gene18933	ARHGEF39	1
gene33264	PDK2	1
gene3928	OR2M7	1
gene42816	LOC399491	2
gene1357	LRRIQ3	1
gene32242	TMEM220-AS1	2
gene33394	NDUFB8P2	1
gene42110	AGK_variant1	1
gene16640	AGK_variant2	1
gene45130	MCCD1_variant1	1
gene13339	MCCD1_variant2	1
gene43672	MCCD1_variant3	1
gene42008	MCCD1_variant4	1
gene44830	MCCD1_variant5	1
gene44380	MCCD1_variant6	1
gene45479	MCCD1_variant7	1
gene45834	MCCD1_variant8	1
gene15028	NDUFA4	1
gene42420	gene42420	3
gene30424	LOC102724611	2
gene12350	DUSP1	1
gene32574	MIR451B	2
gene21702	EMX2OS	2
gene17373	LOC101929258	2
gene37688	LINC00029	2
gene40537	LUZP4	1
gene1079	LOC102724077	2
gene10928	SLC45A2_variant1	1
gene41841	SLC45A2_variant2	1
gene40496	PAK3	1
gene2234	LOC102724012	2
gene41601	LOC101928428	1
gene19612	TGFBR1	1
gene9005	CTBP1-AS	2
gene14738	MIR3918	2
gene21900	DUX4L13	1
gene504	CDC42	1
gene21934	C11orf35_variant1	1
gene42350	C11orf35_variant2	1
gene41038	NAA10	1
gene29791	UACA	1
gene28060	MIR5694	2
gene6819	SETD5	1
gene24283	NINJ2	1
gene32933	KRTAP4-2	1
gene40625	CT47A2	1
gene32144	ATP1B2	1
gene21949	LOC100506518	2
gene11324	COL4A3BP	1
gene17242	LOC729732	2
gene31846	CENPBD1	1
gene35671	gene35671	3
gene42590	LOC102723435_variant1	2
gene28738	LOC102723435_variant2	2
gene29859	SEMA7A	1
gene39235	gene39235	3
gene31754	LOC102724331	2
gene36749	ZCCHC3	1
gene26506	RNU6-71P	2
gene6020	NEUROD1	1
gene4458	LOC102723947	2
gene18319	LOC101927634	2
gene36677	ZNF134	1
gene28355	SMEK1	1
gene1051	LOC729041	1
gene6808	SSUH2	1
gene28217	RPS24P2	1
gene11741	ALDH7A1	1
gene2617	KCNJ10	1
gene37238	EDEM2	1
gene26106	DHX37	1
gene16941	CRYGN	1
gene19342	SPATA31D1	1
gene8533	C3orf80	1
gene11423	FLJ41309	3
gene17948	E2F5	1
gene37431	WFDC13	1
gene33471	FTSJ3	1
gene15731	LOC441242	2
gene34337	SMAD4	1
gene18010	C8orf88	1
gene10921	LOC340113	2
gene9671	AFM	1
gene42838	MIR6506_variant1	2
gene30731	MIR6506_variant2	2
gene23457	FCHSD2	1
gene38245	RRP1B	1
gene6258	EEF1B2	1
gene35749	IFNL4P1	1
gene25300	STAT6	1
gene22034	ZNF195	1
gene45426	GNL1_variant1	1
gene44331	GNL1_variant2	1
gene41993	GNL1_variant3	1
gene13280	GNL1_variant4	1
gene45793	GNL1_variant5	1
gene44777	GNL1_variant6	1
gene43613	GNL1_variant7	1
gene45083	GNL1_variant8	1
gene15229	ZNRF2	1
gene33080	ASB16	1
gene183	PER3	1
gene18355	ADCY8	1
gene1960	LOC100996721	1
gene3063	RPL5P5	1
gene9275	MIR573	2
gene12032	PCDHGA12	1
gene35902	PSG1	1
gene7885	LINC00488	2
gene17121	FAM90A14P	1
gene30622	RPS3AP48	1
gene44352	VARS2_variant1	1
gene43634	VARS2_variant2	1
gene45102	VARS2_variant3	1
gene13301	VARS2_variant4	1
gene45447	VARS2_variant5	1
gene44798	VARS2_variant6	1
gene24747	ITPR2	1
gene5309	SNRPGP9	1
gene37817	MGC39584	2
gene36852	LOC101929155	2
gene9932	H2AFZ	1
gene19618	gene19618	3
gene5622	CCNT2	1
gene10183	PLK4	1
gene2058	TRNAQ-CUG	3
gene35808	NUMBL	1
gene18503	SCXB	1
gene12293	RPL21P59	1
gene43082	MED16_variant1	1
gene34597	MED16_variant2	1
gene32612	GOSR1	1
gene18088	RPL30	1
gene36038	IGFL2	1
gene41457	BPY2	1
gene23802	DYNC2H1	1
gene38120	SRSF9P1	1
gene14992	RSPH10B2	1
gene4373	LOC101929542	2
gene45194	RNF5_variant1	1
gene45544	RNF5_variant2	1
gene42040	RNF5_variant3	1
gene13412	RNF5_variant4	1
gene44875	RNF5_variant5	1
gene43740	RNF5_variant6	1
gene45897	RNF5_variant7	1
gene30104	KLHL25	1
gene27523	LRP10	1
gene18546	TMED10P1	1
gene36488	MIR371B	2
gene24886	PUS7L	1
gene1908	RPS3AP12	1
gene5963	HOXD1	1
gene38487	SEPT5-GP1BB	2
gene40118	FLJ44635	1
gene37897	CHODL	1
gene18023	LOC102724710	2
gene29784	gene29784	3
gene30086	SLC28A1	1
gene23139	LOC101927673	2
gene5487	MYO7B	1
gene23475	ARPC3P4	1
gene4960	LOC101928347	2
gene12097	LOC101927012	2
gene13478	RPL12P1_variant1	1
gene45948	RPL12P1_variant2	1
gene45608	RPL12P1_variant3	1
gene45736	gene45736	3
gene19630	MSANTD3-TMEFF1	1
gene10630	MTNR1A	1
gene13562	PANDAR	2
gene32157	LOC284023	2
gene17998	OSGIN2	1
gene2585	DARC	1
gene595	PDIK1L	1
gene21375	PIPSL	1
gene1347	ZRANB2	1
gene10700	TRIP13	1
gene27987	FLJ22447	2
gene16624	JHDM1D-AS1	2
gene21180	EIF5AL1	1
gene39667	CXorf38	1
gene7076	FBXL2	1
gene546	LOC646330	1
gene9632	STATH	1
gene252	FBXO44	1
gene29320	IVD	1
gene21885	SPRNP1	1
gene42906	CCL15-CCL14_variant1	2
gene32732	CCL15-CCL14_variant2	2
gene35719	SPRED3	1
gene7338	ARIH2OS	1
gene31024	BCL7C	1
gene31792	ZC3H18	1
gene27349	ARHGEF40	1
gene24687	LOC101928387	2
gene37531	BCAS4	1
gene25861	RPL31P49	1
gene26271	CASC4P1	1
gene7678	FRG2C	1
gene41530	GOLGA2P3Y	1
gene290	PRAMEF2	1
gene33789	RNF213	1
gene12523	RPS29P12	1
gene15385	LOC102724903	2
gene21505	MRPL43	1
gene14175	LOC102724422	2
gene23737	KDM4E	1
gene31946	LOC101927864	2
gene35151	ZNF333	1
gene7344	DALRD3	1
gene26955	LINC00433	2
gene21614	LOC100996851	1
gene14804	MIR1913	2
gene436	MIR4695	2
gene23585	C11orf82	1
gene42383	OR5P3_variant1	1
gene22245	OR5P3_variant2	1
gene4772	DUSP11	1
gene41034	L1CAM	1
gene4723	TGFA-IT1	2
gene8202	NEK11	1
gene9250	NACAP5	1
gene4736	OR7E91P	1
gene15206	LOC100506497	2
gene28334	LOC101927029	1
gene14958	MIR589	2
gene15947	KIAA1324L	1
gene18883	NUDT2	1
gene15596	LOC101928587	1
gene7500	CACNA1D	1
gene10647	LINC01060_variant1	2
gene41820	LINC01060_variant2	2
gene2680	TRNAE13	3
gene30241	LOC101927263	2
gene9766	PRDM8	1
gene36606	RFPL4AL1	1
gene31316	BBS2	1
gene9851	ABCG2	1
gene38649	IGLV3-27	4
gene26198	PGAM5	1
gene25470	MIR3913-1	2
gene30515	KREMEN2	1
gene31004	RNU7-61P	1
gene6563	RPS28P4	1
gene37428	RPS2P7	1
gene218	CLSTN1	1
gene11979	PCDHA10	1
gene12424	LMAN2	1
gene21457	R3HCC1L	1
gene507	MIR4418	2
gene21858	LOC102723337	2
gene24850	LOC101927019	2
gene874	SNORA55	2
gene11996	PCDHB7	1
gene35943	ZNF155	1
gene8044	SEMA5B	1
gene34942	C19orf66	1
gene25464	MIR1279	2
gene21037	TSPAN15	1
gene18345	LINC00977	2
gene19775	PRPF4	1
gene3879	VN1R5	1
gene22994	MS4A1	1
gene7505	SELK	1
gene3360	MIR205	2
gene24095	SNORD14E	2
gene40353	LOC158948	1
gene21977	KRTAP5-1_variant1	1
gene43817	KRTAP5-1_variant2	1
gene42364	KRTAP5-1_variant3	1
gene9474	gene9474	3
gene2820	RPL7AP21	1
gene12791	KRT18P38	1
gene30189	RCCD1	1
gene42335	CUBNP2_variant1	1
gene20789	CUBNP2_variant2	1
gene31488	DDX28	1
gene12921	BTN1A1	1
gene2733	LOC102724358	2
gene18706	PSMC3P	1
gene18301	TMEM65	1
gene3684	TRIM67	1
gene30854	CHP2	1
gene45243	WDR46_variant1	1
gene13465	WDR46_variant2	1
gene43795	WDR46_variant3	1
gene45595	WDR46_variant4	1
gene44498	WDR46_variant5	1
gene41035	LOC100996465	1
gene36628	ZNF542	1
gene21439	EXOSC1	1
gene22088	KRT8P49	1
gene23963	LOC101929011	2
gene4834	LRRTM4	1
gene14427	ARHGAP18	1
gene20604	MIR8086	2
gene39694	MAOB	1
gene27761	LOC100288846	2
gene2006	FCGR1C	1
gene29545	ONECUT1	1
gene19322	KRT18P24	1
gene40908	LOC101928832	2
gene7893	MIR4445	2
gene34672	TMPRSS9	1
gene6220	BMPR2	1
gene4011	ALLC	1
gene16429	GCC1	1
gene27940	TIMM9	1
gene11656	CDO1	1
gene14565	LOC100129554	1
gene7357	C3orf84	1
gene653	IFI6	1
gene40404	WBP5	1
gene36802	NOP56	1
gene1261	gene1261	3
gene32171	TRNAR1	3
gene23031	MYRF	1
gene23849	CUL5	1
gene5340	LOC100288570	1
gene14832	FRMD1	1
gene16658	OR9A4	1
gene38991	NOL12	1
gene29507	FLJ10038	2
gene25030	CERS5	1
gene13755	OPN5	1
gene25352	LOC100506869	2
gene22077	C11orf40	1
gene13485	GGNBP1	1
gene37358	LOC101927138	2
gene1930	REG4	1
gene32783	LOC102723595	2
gene28616	EIF5	1
gene9282	SEPSECS	1
gene27336	RNASE3	1
gene23518	SNORD15B	2
gene36786	SIRPB3P	1
gene38218	LOC101928233	2
gene28694	MIR4507_variant1	2
gene42546	MIR4507_variant2	2
gene23659	TRIM49	1
gene18114	POLR2K	1
gene4249	PREB	1
gene1634	SASS6	1
gene8356	GAPDHP47	1
gene28889	LOC101059971	1
gene1077	STIL	1
gene25149	HOXC12	1
gene9190	MIR3138	2
gene2828	NME7	1
gene940	LOC100129924	1
gene7997	LOC100129707	1
gene26069	CDK2AP1	1
gene35070	DHPS	1
gene2565	OR6K2	1
gene15339	TRGV5	4
gene21366	FFAR4	1
gene39404	HCCS	1
gene404	MIR3675	2
gene22254	gene22254	3
gene8175	SNORA7B	2
gene38170	LOC102724757	2
gene20112	TMEM8C	1
gene19532	MIR23B	2
gene6685	FLJ43879	2
gene55	MIR200A	2
gene21124	NDST2	1
gene10783	FAM173B	1
gene37769	LOC102724370	2
gene6147	BOLL	1
gene30631	METTL22	1
gene23904	PIH1D2	1
gene5232	IL1R2	1
gene39074	GAPDHP37	1
gene23482	PPME1	1
