,chr,start,end,bp_overlap,bed
3578,chr9,15513692,15514115,96,oreganno
3579,chr9,20780146,20781429,111,oreganno
3580,chr9,20954167,20954682,515,oreganno
3581,chr9,21029572,21029929,357,oreganno
3582,chr9,21054526,21054931,67,oreganno
3583,chr9,21054526,21054931,278,oreganno
3584,chr9,21705885,21706134,249,oreganno
3585,chr9,21889468,21890227,474,oreganno
3586,chr9,22271643,22272409,447,oreganno
3587,chr9,24346467,24346725,258,oreganno
3588,chr9,25059319,25060330,808,oreganno
3589,chr9,25288857,25289640,146,oreganno
3590,chr9,26837401,26838514,950,oreganno
3591,chr9,31108152,31109620,1331,oreganno
3592,chr9,31193389,31194089,51,oreganno
3593,chr9,31194167,31194583,416,oreganno
3594,chr9,31733444,31733937,368,oreganno
3595,chr9,34931080,34932276,418,oreganno
3596,chr9,34931080,34932276,252,oreganno
3597,chr9,35112733,35113234,501,oreganno
3598,chr9,36604358,36605200,20,oreganno
3599,chr9,37296034,37297046,504,oreganno
3600,chr9,40552394,40552798,303,oreganno
3601,chr9,41001788,41002104,124,oreganno
3602,chr9,43851297,43851602,121,oreganno
3603,chr9,44142435,44143278,789,oreganno
3604,chr9,44214970,44215940,18,oreganno
3605,chr9,44346003,44346311,308,oreganno
3606,chr9,44729066,44729283,181,oreganno
3607,chr9,44850491,44850691,200,oreganno
3608,chr9,45763137,45763802,484,oreganno
3609,chr9,45957415,45957793,131,oreganno
3610,chr9,48627661,48627890,90,oreganno
3611,chr9,50341501,50341737,7,oreganno
3612,chr9,50362745,50363318,315,oreganno
3613,chr9,51785465,51785859,364,oreganno
3614,chr9,53149144,53149537,362,oreganno
3615,chr9,53149144,53149537,393,oreganno
3616,chr9,55056619,55057299,680,oreganno
3617,chr9,55131419,55131791,203,oreganno
3618,chr9,55359414,55360283,204,oreganno
3619,chr9,56921041,56921684,485,oreganno
3620,chr9,58097422,58097675,253,oreganno
3621,chr9,58389691,58389924,149,oreganno
3622,chr9,61795794,61796158,341,oreganno
3623,chr9,62192237,62192812,238,oreganno
3624,chr9,64869274,64870123,255,oreganno
3625,chr9,69137205,69138006,630,oreganno
3626,chr9,69162121,69162842,305,oreganno
3627,chr9,70054916,70055327,411,oreganno
3628,chr9,70504837,70505438,601,oreganno
3629,chr9,72379180,72379905,725,oreganno
3630,chr9,78374961,78376118,692,oreganno
3631,chr9,79640543,79641664,1016,oreganno
3632,chr9,82868827,82869748,786,oreganno
3633,chr9,83786720,83787022,147,oreganno
3634,chr9,85641905,85643658,323,oreganno
3635,chr9,88223893,88224641,434,oreganno
3636,chr9,88442064,88443404,694,oreganno
3637,chr9,90163901,90164485,377,oreganno
3638,chr9,92123895,92124756,434,oreganno
3639,chr9,92144817,92145763,109,oreganno
3640,chr9,95440954,95441279,325,oreganno
3641,chr9,100354577,100355207,309,oreganno
3642,chr9,100977479,100978289,555,oreganno
3643,chr9,102737594,102738030,274,oreganno
3644,chr9,103010591,103011298,338,oreganno
3645,chr9,104233564,104234046,428,oreganno
3646,chr9,106349624,106350264,31,oreganno
3647,chr9,107198686,107199218,98,oreganno
3648,chr9,107198686,107199218,35,oreganno
3649,chr9,107198686,107199218,363,oreganno
3650,chr9,107465279,107465820,296,oreganno
3651,chr9,107537625,107538106,164,oreganno
3652,chr9,107790138,107790682,316,oreganno
3653,chr9,108997936,108998293,127,oreganno
3654,chr9,109833752,109834509,467,oreganno
3655,chr9,110378638,110379638,366,oreganno
3656,chr9,110556436,110556915,479,oreganno
3657,chr9,110897177,110897639,314,oreganno
3658,chr9,111173688,111174607,417,oreganno
3659,chr9,114724455,114724659,7,oreganno
3660,chr9,116247220,116248007,571,oreganno
3661,chr9,119266546,119266892,346,oreganno
3662,chr9,119803703,119804190,479,oreganno
3663,chr9,119804439,119804784,93,oreganno
3664,chr9,119890570,119891925,434,oreganno
3665,chr9,119891994,119892437,260,oreganno
3666,chr9,120685783,120686123,340,oreganno
3667,chr9,121619167,121619868,276,oreganno
3668,chr9,123370939,123371304,365,oreganno
3669,chrX,7298944,7299568,240,oreganno
3670,chrX,7524817,7525438,329,oreganno
3671,chrX,11829552,11829809,47,oreganno
3672,chrX,17739095,17740240,815,oreganno
3673,chrX,35917115,35918524,983,oreganno
3674,chrX,67638295,67639482,866,oreganno
3675,chrX,72919150,72920007,668,oreganno
3676,chrX,73843814,73844572,758,oreganno
3677,chrX,74754433,74754962,426,oreganno
3678,chrX,75779175,75779507,141,oreganno
3679,chrX,91156527,91156843,177,oreganno
3680,chrX,91479657,91480491,478,oreganno
3681,chrX,91534299,91534611,197,oreganno
3682,chrX,92853562,92854080,518,oreganno
3683,chrX,106029435,106030237,189,oreganno
3684,chrX,109484302,109484850,548,oreganno
3685,chrX,119510396,119511584,796,oreganno
3686,chrX,131135262,131136240,463,oreganno
3687,chrX,136219027,136220194,539,oreganno
3688,chrX,136990826,136991845,412,oreganno
3689,chrX,137077302,137078061,386,oreganno
3690,chrX,138662135,138663379,923,oreganno
3691,chrX,139917423,139917791,368,oreganno
3692,chrX,147954788,147955912,895,oreganno
3693,chrX,148667112,148668007,876,oreganno
3694,chrX,160707076,160707564,347,oreganno
3695,chrX,166418942,166419343,401,oreganno
